5,mason_bin ::: 828118107981963267 ::: 车子 打 不 着火了 ， 在 等 4S 店 过来 救援 。 正好 在 深圳湾 公园 里 看看 书 ， 休息 下 。
71,hzjab1987 ::: 359168528638689281 ::: @mochouhu 我 长 智齿 了 。 。 。
78,fqworld ::: 11530799398 ::: 说 出 去 看 一 页 台北
168,mikeropzw ::: 70700026237693952 ::: 下午 把 博哥 、 宇 飞 哥 送 走 ， 希望 一个 在 UMich 一个 在 宾大 好好 混
190,jiggo0115 ::: 219326532257202176 ::: 下周 开始 上 健身房 。
291,jiggo0115 ::: 516500037468442624 ::: 多 年 后 踏 入 了 久违 的 地方 发现 大夥 在 一起 嬉闹 的 酒吧 ， 如今 已 成为 废墟 时间 带走 的 人 事物 都 已 不再 剩下 的 只 是 比 人 高 的 杂草 与 残破 不堪 的 环境 回家 后 开 起 电脑 里 尘封 已 久 的 照片 档案 原来 当初 的 笑容 如此 年轻 有 活力 而 如今 这些 回忆 就 只能 在 电脑 里...
421,olivia4ever ::: 123711330602590208 ::: 我 在 馕里 发现 了 一 根 红色 细 短发 ， 好 正宗 的馕
550,fqworld ::: 22169505021 ::: 说 身 为 台北 人 ， 我 觉得 士林夜市 的 食物 比 其他 的 夜市 要 逊 ， 整个 铁皮 里面 ， 卖 的 东西 都 差不多 。
590,fqworld ::: 17713372918 ::: 说 天气 热 ， 睡 了 一 下午 还是 头 昏昏
728,olivia4ever ::: 140199858723229697 ::: 今夜 ， 我 玩 了 最终 幻想 。 。 。 。 第一 次 ！！ ！ 我 咋 觉得 这么 不 考验 智商 啊
930,olivia4ever ::: 518379168925380608 ::: 明天 过节 ， 今天 在 香米 园口 买 了 只 羊 ， 从 西 羊市 拉 进来 ， 游客 被吓 住 了 ⊙▽⊙
960,celte ::: 253777580350660608 ::: 落枕 了 咋 那么 造孽 ！ 还 抽筋 说 ！
1221,olivia4ever ::: 31003461604614146 ::: 钟 立风 竟然 都 代言 凡 客 了 ！
1255,bones7456 ::: 38417274142601216 ::: 刚 收到 公司 通知 ， 我们 也 都 要 升级 成 19 寸 双 显 了 。  RT  @muzuiget : 哎呀 我 爽 了 ， 入职时 公司 给 我 配 的 是 19 寸 显示器 ， 还是 VGA 的 。 现在 给 我 配 了 个 新 的 22 寸 戴尔 ， 用 上 DVI 了 ， 4 个 USB 接口 ， 支持 HDMI ， 我 靠 还 能 旋转 的 ！ 更 爽 的 是 ， 旧 的 显示器 暂 不 收 回去 ， 所以 ， 哥 也 双屏 了 ！
1267,jiggo0115 ::: 269623402418032641 ::: 不知 为何 ， 今日 出门 拿 了 件 红色 衣服 。
1321,celte ::: 210576600180338689 ::: 尼玛 ， 才 发现 会议 提供 的 杯子 那么 脏
1383,fqworld ::: 14154640178 ::: 说 下班 吃 拉面 ~
1713,mason_bin ::: 508805954834411521 ::: 回 深圳 了 。
1791,fqworld ::: 22800404251 ::: 说 周末 了 打 了 篮球 、 听 了 Tizzy Bac live 演出 ， 还 看 了 3D 武力 全开
1869,mason_bin ::: 746706330660941824 ::: 今天 一 天 看 了 两 部 电影 ， #Criminal 主要 是 奔 着 神奇 女侠 Gal Gadot 去 的 ，# 树大招风 倒是 看 的 颇为 亲切 。 港人 的 想法 和 大陆 的 关系 ， 真的 挺 复杂 。
1998,olivia4ever ::: 808567646249619456 ::: 不过 比较 遗憾 的 是 ， 可能 没时间 回 西安 吃吃 吃 了 。 这次 过 周末 竟然 没有 吃 泡馍 ， 就 临走 在 T3 吃 了 一 次 ， 味道 还行 。 推荐 一下 那个 餐厅 ， 星 月 楼 ， 做 的 挺 正 的 。
2055,celte ::: 196665830199664641 ::: 半夜 坐 在 窗台 吃 点 东西 看看 美 剧 也 还 是 不错 的
2676,olivia4ever ::: 607931743975309312 ::: 今天 晚饭 吃 的 敦煌 楼 带 回来 的 河州 包子 ， 回味 无穷 ！ 我 就 是 爱 吃 胡萝卜 馅儿 的 包子 ， 满满的 西宁 童年 味儿 ～
2717,olivia4ever ::: 194113393517535232 ::: 我 给 我 爸 发 了 一 张 在 西班牙 特色 早餐 churros （ 翻译 过来 叫 吉士果 ， 我们 叫 西班牙 油条 ） 的 图片 ， 说 要 蘸 热巧克力 吃 的 。 我 爸 半 天打 出来 句 “ 哦 ， 油茶 麻花 ， 不错 。 ” ， 笑 的 我 差点 断气 。 。 。
2817,bones7456 ::: 302315255470637056 ::: 昨晚 带 3 岁 儿子 去 电影院 看 《 西 游 降 魔 篇 》 ， 没 想到 剧情 居然 会 这么 血腥 ， 刚 看 了 个 开头 他 就 被 就 吓 得 哇哇 哭 了 ， 回来 晚上 睡觉 后 做梦 还 被 惊醒 。 对 大人 来说 这 是 部 好 电影 ， 但是 光 看 名字 也 不 知道 不 适合 小孩子 呀 ， 因此 ， 强烈 呼吁 天朝 实行 #电影 分级 制度
3723,mason_bin ::: 591170802625548288 ::: 忘 了 说 一 件 牛逼 的 事情 了 ： 昨晚上 我 把 #GTA 5 通关 了 ！ 这 是 我 在 PS4 上 通关 的 第3 个 游戏 了 。 玩 正版 的 好处 就 是 不 舍得 随便 买 游戏 ， 买 一个 都 要 完 爆机 才 觉得 物有所值 。 也 是 额外 收获 。
3888,olivia4ever ::: 598324880849920001 ::: 大宝 昨天 给 我 带 了 好吃 的 核桃馍 ， 真 感动 。 说 汉中 这个 地方 真是 神奇 ， 自己 从来 没 去 过 却 总和 那里 有 千丝万缕 的 联系 。
4154,olivia4ever ::: 588158316104314881 ::: 昨天 在 宠物 店 见 了 一 只 异国 短毛猫 ， 我 觉得 一见钟情 了 ， 睡觉 前 满 脑子 想 的 都 是 他 ， 可爱 的 让 我 睡 不 着 觉 。 我 决定 今天 再 去 那个 宠物 店 看看 他 。 ||| Jerry_Ms ::: 753297965322637312 ::: @olivia4ever 所以 最后 养 了 吗 ||| olivia4ever ::: 753482236968611840 ::: @JerryMs 我 整天 不 在 家 ， 没法 养 ， 看看 就 得 了
4209,mason_bin ::: 633079804661600256 ::: 在 星巴克 坐 了 40 分钟 ， 搂 出来 6 份 还 不错 的 简历 ， 希望 这 6 个 人 里面 至少 有 1 个 人 愿意 来 面试 TT# 蛇口 这 两 个 字 至少 能 吓退 80% 的 面试者
4214,funtone ::: 35762174315986944 ::: 分享 参加 久违 的 书展 设计 论坛 非常 开心 ， 可惜 论坛 与 苏公 的 演讲 撞 期 ， 只能 说 鱼 与 熊掌 不可兼得 啊 ！
4355,olivia4ever ::: 31506461423046658 ::: 起 得 很 早 ， 昨晚 梦到 我 变成 了 霹雳 贝贝 一样 的 人物 ， 哈哈 ！
4398,mason_bin ::: 851160458786611201 ::: 老百姓 看# 人民 的 名义 的 感觉 ， 跟 如果 清朝 人 有 机会 看 #孝庄 秘史 、 #金 枝 欲 孽 的 感觉 类似 吧 。 虽然 侧重点 不同 ， 但 都 是 有 机会 窥视 统治阶级 的 内斗 ， 平常 没 机会 看到 说人 话 的 大人物 也 有 七情六欲 ， 这种 快感 是 类似的 。
4559,jiggo0115 ::: 643756883774427137 ::: 作品 分享
4601,ibirdu ::: 846563777717854210 ::: 起 个 大早 开 了 一 上午 会
4620,fqworld ::: 7656808588 ::: 说 下午 又 有 同事 请 喝 五十 岚 了
4675,olivia4ever ::: 61809508716003328 ::: 今天 在 网上 碰到 了 很 久 很 久 未 见 的 好 朋友 ， 激动 的 ， 打 了 很多 字 。 。 。
4708,springwjc ::: 6760508320 ::: 买 了 水仙 ， 希望 她 能 长 好 ， 开 出 美丽 的 花 。
4755,olivia4ever ::: 685269280246509569 ::: 我 开始 卖 羊肉 了 ～ 我 要 把 开 肉店 的 传统 延续 下去 ！！ ！
5851,ibirdu ::: 1459487948 ::: 今天 居然 拍 了 床 戏 。 。 。 人生 中 又 一 次 经历 。 。 。 还 好 只要 上身裸 。
6292,justissam ::: 100207089456128002 ::: # 单车 今天 很 幸福 ， 跑 69 Km ， 只 有 10 几 公里 山路 ， 下午 又 是 泡茶 、 吃 西瓜 （ 感谢 廖 爸 ） 。 晚上 又 踩 到 夜市 吃 牛排 ( ⌒▽⌒ ) 讚啦 。 就 是 下雨 ， 回来 得 擦车
7116,springwjc ::: 7049934680 ::: 早上 出去 买 早餐 ， 宝宝 还 要 跟着 去 ， 可是 外面 感觉 很 冷 ， 回来 时 宝宝 的 小 手 冰凉 ， 心疼 。 现在 她 拿 着 呼啦 圈 在 玩 ， 没 穿 鞋子 ， 走 来 走 去 的 。
7208,justissam ::: 93533728181198848 ::: 又 不 小心 把 档案 盖 掉 了 ( 窘)#Ai#Saveas
7265,olivia4ever ::: 38617295215394816 ::: 今天 出 门 一 件 事 没有 办 ， 倒是 见 了 许多 老友
7353,"justissam ::: 360057166343835650 ::: 明明 前天 还 在 用 的 编目 #lrat 就 这样 消失 在 硬碟 里 Q. , Q#lightroom"
7381,justissam ::: 448452076322840577 ::: 刚刚 在 土城 捷运 站 ， 看到 阿国 跟 团练 团 准备 热身 。 等等 来 骑 单车 吧 （ 前往 轮 都 要 灌 风 @ @
8426,"celte ::: 265302851989950465 ::: 尼玛 ! 昨晚 浴盆 热水 管 爆了 给 我 连夜 换 水管. 高压 管 浙江 货 , 说 保用 五 年 真的 只能 用 五 年 ."
9864,Rio ::: 1046602160 ::: 电脑 送 修 中 有事 请 来电 。
10857,justissam ::: 396967242308386816 ::: 第一 次 用 手机 纪录 ， 郊山 堪 用 ， 13.5 km ， 5h 39m ， 爬升 2712 ， 下降 2732 。 my hiking trip on 景 安 站 ， 国旗 岭 ， 将军 岭 ， 永宁 站 来自  @everytrail
11226,celte ::: 77648152055910400 ::: 难得 叫到 白虎 出来 晒太阳 ( @ 圆通 动物园 )
11298,olivia4ever ::: 233237949565775872 ::: 第一 次 在 里斯本 麦当劳 点 餐 问 我 要 不 要 美乃滋酱 ， 后来 才 知道 那 是 蘸 薯条 吃 的 ， 我 擦 。 。 。 。 低俗小说 里 的 台词 是 真 的 啊
12034,mason_bin ::: 804836046814920704 ::: 看 完 了 #TheCrown ， 推荐 给 大家 。 感觉 像 上 了 一 节 兴趣盎然 的 历史课 ， 从来 不 觉得 宫廷戏 能够 拍 出 这么 写实 但 动人心弦 。 乔治六世 死 的 时候 我 想 哭 ， 丘吉尔 离任 的 时候 我 也 想 哭 ， 未来 如果 女皇 去世 ， 我 应该 也 会 难 过 。 了 不 起 的 人 ！
12066,olivia4ever ::: 188035644654759938 ::: 迪斯尼 乐园 玩 到 闭 园 看 烟火 表演 ， 起 了 一 身 鸡皮疙瘩 后 竟然 哭 了 。 。 原来 真 的 是 泪点 蛮 低 。 ||| wzsweet ::: 188638641361399808 ::: @olivia4ever 哭 了 。 。 。 why 。 。 ||| olivia4ever ::: 188718103646056451 ::: @wzsweet 因为 很 感动 啊 ， 问 得 都 是 废话 。 话说 阿 乌 一定 也 要 来 次 巴黎 噢 ~ 阿 美 强烈 推荐 ~
12192,funtone ::: 13153388078 ::: 今天 听到 太 多 鬼 故事 ， 好像 需要 收 惊 。
13005,ibirdu ::: 804922423 ::: 现在 好 困 但 要 写 论 文 啊
13409,mason_bin ::: 705712788857974785 ::: 刚才 火车站 看见 一个 妹子 烈焰 红唇 面容 姣好 风情万种 ， 多 看 了 几 眼 ， 结果 人家 打印 车票 我 再 偷 看见 她 身份证 号 ， 尼玛 1997年 的 …… 瞬间 感觉 自己 老 了 。
13613,zenobia68 ::: 34071602912038912 ::: 友人 今 早 从 南部 送 来 的 桂圆 蛋糕 ， 很 好吃 ！
14576,mason_bin ::: 617881312381145088 ::: 下午 要 出 趟 远门 ， 现在 已经 开始 盯 着 顺 风车 看看 有 没 有 路线 合适 的 乘客 来 报销 我 油 钱 了 。
15747,funtone ::: 5147701771 ::: 分享 星期五 晚上 下 公车 时 跌 了 一 跤 ， 扭 伤 了 脚 ， 所以 最近 要 靠 拐杖 走路 。 由此 从 朋友 那里 得知 一 项 禁忌 ： 不要 乱 玩 别人 的 拐杖 ， 不然 ， 下 一个 受伤 的 就 是 你 。
15823,olivia4ever ::: 194118863821082624 ::: 我 的 第一 次 睡 机场 也 献给 了 西班牙 ， 昨晚 睡 了 一 夜 机场 哦 ~ 候机室 人 很 少 的 ， 我 就 把 包包 当 枕头 ， 外套 当 被子 ， 占 了 3 个 椅子 躺 下 来 了 ， 然后 我 竟然 睡着了 ~
16736,olivia4ever ::: 282847836096311296 ::: 今天 爸爸 来 学校 看 我 了 ， 带 了 很多 我 喜欢 的 水果 ， 他 还 带 着 那个 拉 风 的 贝雷帽 ， XISU 漫步 回头率 巨 高 无比 。 和 他 说 我 看 了 《 妞妞 》 ， 人 竟然 早 在 96年 就 见 过 周国平 了 ， 在 我 爸 挚友 的 内部 观摩 展 的 研讨会 上 。 我 爸 对 他 的 描述 是 ， 话 不 多 ， 情 深 ， 比 一般 哲学家 有 文字 功底 ， 头号 还 得 加 上 个 翻译家
16766,celte ::: 267220129744560128 ::: 晚餐
17222,reminisce1989 ::: 284204261255032832 ::: 今天 给 拙荆 买 了 Win 8 ， 花 了 半 个 多 小时 电话 激活 ， 她 用 了 一 天 后 ， 告诉 我 那 正常 的 介面 还 能 用用 ， 另 一个 精神 分裂 的 介面 死活 不 知道 怎么 用 ， 而且 哪怕 耐心 再 好 的 人 ， 用 一阵 也 会 完全 溃败 ……
17475,0YU ::: 35684617444921344 ::: 连续 3 天 3 个 帐号 27 个 get bridges 后 终于 翻 墙 出来 .
18426,mason_bin ::: 802465853606244352 ::: 刚刚 去 看# 神奇 动物 在 哪里 ， 买 了 电影票 还 被 送 了 一 张 爆米花 可乐 套餐 兑换券 。 想想 这 套餐 里 的 卡路里 ， 还是 算 了 。 随手 送给 了 一 对 正 犹豫 买 不 买 可乐 的 小夫妻 ， 男 的 有 点 不 敢 相信 。 感觉 这 事 干 的 我们 双方 都 很 快乐 。
18825,fqworld ::: 14147938543 ::: 说 刚 从 苹果 优势 回来 ， 遇到 8e8e~
20534,reminisce1989 ::: 80446114330972160 ::: 黄昏 和 朋友 走 在 阳光 洒 满 的 天桥 ， 我们 讨论 起 ， 当今 的 演奏 和 二十 年 前 的 录音 已 有所 区别 ， 和六七十 年 前 的 录音 已 天壤之别 ， 就 不用说 和 二百 多 年 前 了 。 若 莫扎特 复活 ， 听到 当代 音乐家 弹 的 第二十 钢琴 协奏曲 ， 会 有 何 想法 ？ 不同 的 乐器 ， 不同 的 技术 ， 不同 的 华采 ， 不同 的 审美 追求 ， 他 会 喜欢 哪 一 种 呢 ？
20821,springwjc ::: 20222021297 ::: 曼谷 ， 星期三 ， 26-31 度 ， 天气 挺 凉爽 ， 我 来 了 。
20982,fqworld ::: 17921909979 ::: 说 早上 干 了 傻事 ....
21167,jiggo0115 ::: 218174301067689985 ::: 走 出 户外
22721,celte ::: 48999896761643008 ::: 点 了 碗 牛肉面 ， 汤 实在 咸的 吃 不 下 ， 难 不 成 老板 之前 网吧 抢 多 了 ？
22749,chensumi ::: 466828666136039424 ::: 在 日本 旅游 时 ， 表明 自己 来自 台湾 ， 而 不 是 中国 ， 受到 日本 人 的 款待 确实 不同 。 而且 日本 人 对于 311 援助 这 件 事情 ， 一直 道谢 一直 道谢 ， 害我 都 不好意思 了 。 ||| justissam ::: 466832354107863040 ::: @chensumi 我 在 松 岛 坐船 有 遇到 船家 阿姨 ， 主动 询问 我们 是 不 是 台湾 来 。 回 : 「 是 」 ， 她 拿 一 块 牌子 ， 大意 是 : 「 谢谢 台湾 的 帮忙 捐款 ， 我们 过 的 很 快乐 很 好 」 。 也 顺便 买 三 个 1000 yen 伴手 礼 ， 下船 还 特别 打招呼 ， 很 甘心 。 那 一刻 身 为 台湾人 很 光荣
22992,mason_bin ::: 777340035561500672 ::: 我 找 不 到 了 我 的 Bose QC 20i ， 我 买 过 的 史 上 最 贵 的 耳机 ， 貌似 丢 在 了 旅途 中 ， 糟糕 的 是 我 连 丢在 哪里 都 毫无 印象 。 这 是 冥冥之中 让 我 买 QC 35 的 意思 么 ？# 想 多 了 # 尸骨未寒 ||| lopakaka ::: 777340322359554049 ::: @mason bin 下次 栓 个 蓝 牙防 丢器 ||| mason_bin ::: 777340502462963712 ::: @lopakaka 然后 也许 我 把 蓝 牙防 丢器 一 起 丢 了 😂
23200,justissam ::: 171124714239049729 ::: 第一 次 看到 加油站 这么 感动 ， 因 从 武陵 出来 剩 一格 。 我 以为 要 推 车 。
23318,solomonhuang ::: 737483917662375937 ::: 我 已经 开始 被 叫 老板 了
23401,mason_bin ::: 789991438322835456 ::: 昨天 装 了 回 游客 逛 了 沈阳 故宫 。 这 是 努尔哈赤 和 皇太极 入关 之前 的 皇宫 ， 相比 北京 故宫 面积 和 气势 都 是 远远 不足 。 几 代 人 的 浴血奋战 才 换 来 了 大 清江 山 。 更 有 意思 的 事 里面 提供 了 一些 老 照片 ， 描述 20 世纪 初 的 状况 ， 茅草 一 人 多 高 ， 日本 俄 国 军人 纵 行 ， 破败 没落 。 所谓 的 皇朝 厚 土 、 起起落落 ， 总归 是 变成 了 历史 。
23877,fqworld ::: 9501113672 ::: 昨晚 用 N97+ 台 哥 大 和 另 一 支 N97 mini+ 中华 讲 Skype 。 我 从 中兴 桥 步行 到 西门 站 ， 再 一路 坐 到 后山埤 站 ， 她 在 公车 上 往 三 重 ， 一路 通讯 都 算 顺畅 ， 直到 进 电梯 才 中断
24075,bones7456 ::: 26258893719 ::: 今天 把 手机 放 在 洗衣机 里 洗 了 半 个 小时 ， 基本 开机 无望 了 ， 求 推荐 新手机 型号 ， 预算 没有 ， 越 便宜 越 好 ~ ||| roylez ::: 26612961448 ::: @ bones7456299 入手 ||| bones7456 ::: 26613491536 ::: @roylez 我 还是 买 了 黑莓 的 8820 ~ 500 不 到
24212,mason_bin ::: 736753262884311040 ::: 去 了 趟 南山 图书馆 ， 想 找个 地方 看 书 学习 ， 结果 里面 一 堆 学 生仔 ， 本 就 不 多 的 自习 桌 占 得 满满当当 。 一怒之下 找 了 个 星巴克 ， 空调 足 咖啡 香 还有 环境 白 噪音 ， 不 知道 比 图书馆 高 到 哪里 去 了 。
25046,olivia4ever ::: 23363384556658688 ::: 今天 考 精读 我 超 紧张 的 ， 首先 是 昨晚 睡 不 着 ， 早上 差点 迟到 ， 发 下 卷子 来 时 大脑 更 是 一 片 空白 ， 旁边 的 ivana 写 的 超级 快 很 吓人 ， 哎 ， 好 失败 好 失败
25517,mason_bin ::: 843987100315799554 ::: 早上 接 了 个 同 小区 的 顺风 车 单 ， 乘客 是 一个 姑娘 ， 前 几 天 撞车 了 有点 阴影 不大 想 开车 。 一路 聊 的 挺 开心 ， 姑娘 提议 这 段 时间 直接 联系 我 每天 坐 我 顺风 车 了 ， 于是 便 加 了 微 信 。 愉快 的 一 天 之 开始 。
25576,jiggo0115 ::: 623134499497484288 ::: 放 了 一 星期 的 假 ， 我 要 努力 工作 了 。
25688,ibirdu ::: 10209393783 ::: 今天 搬家 了 。 。 。 不 喜欢 这个 地方 。 。 。
26099,ibirdu ::: 1680081402 ::: 这 两 天 忙 着 做 网页 。 。 。 天天 那个 熬 夜 啊 ， 真 想 好好 睡 一下 ！
26718,justissam ::: 100766267576827904 ::: 雨 好 大 ， 出来 送稿 被 困 住 了 。 幸好 早上 去 承天寺 泡茶 ， 没 这么 大 ( @ 全家 板桥 三 民 店 ) [ pic ] :
27282,springwjc ::: 16831797748834305 ::: 女儿 对 我 说 ： 爸爸 ， 你 要 多 赚 点 钱喔 。 我 问 ： 为什么 呀 ？ 她 答 ： 给 我 多 买点 零食 啊 。 这 几 天 她 一直 发高烧 ， 今天 还 请假 没 去 幼儿园 ， 不少 时候 她 一直 说 嘴巴 或 肚子疼 ， 看 着 我 很 难受 ， 恨不得 替她 承受 痛苦 。 不过 现在 好 了 ， 又 是 一个 有 点 调皮 的 活泼 孩子 了 。
27313,fqworld ::: 18003248398 ::: 说 从 捷运 站 走 到 公司 的 路上 ， 今天 竟然 没有 流汗
27330,zenobia68 ::: 22146023627423744 ::: 没 想到 九层 塔 加 白 芝蔴 下去 打 成 调酱 这么 搭… ！ 好吃 的 拌面 ！ ！
27451,mason_bin ::: 801417465263693824 ::: 妈 的 我 的 迅雷 账号 看来 被 盗 了 （ 密码 是 最 简单 的 ） ， 离线 下载 里 一 堆 毛片 …… 你们 这帮 没 出息 的 。
27517,olivia4ever ::: 231054230813818881 ::: 星期六 晚上 ， 我 来到 了 拆 那 烫 ， 看见 一 洋 姑娘 ， 慢悠悠 经过 我 身旁 ， 我 摸摸 口袋 摸摸 心房 ， 哎呀呀 ， 没有 才华 也 没有 大洋 ， 却 道 是 ， 转眼 一 中国 姑娘 ， 对 我 笑 的 好像 五 英镑 ， 勇气 倒数 步 上 “ 大 宫殿 ” 走廊 ， 说 一 句 ， 姑娘 ， 你 笑起来 真 像 我 姑姑 也 像 我 娘 ， 让 我 想 起 了 他们 打我 不 眨眼 的 时光 。 姑娘 瞪 我 一 眼 说 ， 变〜态〜 ！
27648,justissam ::: 77399848646742016 ::: 我 刚刚 发现 ， 今天 骑 15 小时 ( 含 吃饭 ， 休息 及 推 车 ， 乱 拍照 ） ， 感觉 双 脚 快 分离 。 93 Km ， 果然 是 肉 脚 单车客 。
27728,bones7456 ::: 16825892960 ::: 搞 到 一个 在内 网 的 xen 主机 ， 双核/1G/30 G/RHEL 5.4 ， 拿 来 干 点 什么 好 呢 ？ ？
28007,mason_bin ::: 827695137224396800 ::: 老家 的 狗 昨晚 死 了 。 从 只有 巴掌 大 的 时候 带 到 家里 ， 那 时候 连 楼梯 都 不 会 走 。 在 家里 养 了 15 年 到 现在 。 春节 期间 ， 大家 都 回 老家 热热闹闹 ， 也 算 给 了 她 临终 关怀 了 。
28257,solomonhuang ::: 33169240836014080 ::: 啊 ~ 妈妈 说 我 的 发 线 往 上升 ！ 白发 变 多 ！
28581,olivia4ever ::: 454234720813854720 ::: 今天 面试 ， 台湾人 问 我 翻 不 翻 墙 ， 嗯好 吧 ， 我 把 我 的 翻 墙 史 讲 了 一 遍 ， 不过 我 觉得 我 表现 的 一点 也 不好 ， 因此 今天 一直 很 沮丧 的
28791,mason_bin ::: 704870830019248130 ::: 很 早 前 买 了 个 airServer 来 无线 传输 iPhone 画面 到 Mac ， 虽然 少 了 根 线 ， 不过 传输 不 稳定 有 掉 帧 。 刚才 试 了 把 QuickTime 连接 iPhone 录屏 ， 原来 如此 方便 且 传输 稳定 ！
28798,funtone ::: 304617408226795521 ::: 讨厌 小 虎 把 正在 充电 的 iPhone 踹 到 地 上 了 。 啊 一一 i 疯 了 。
29177,celte ::: 271099819248984064 ::: 想 着 可能 忘记 带 手机 可能 忘记 带 手机 就 真的 把 手机 忘记 在 家 啦 ！ 哎 ……
29512,celte ::: 170315770868408321 ::: 早上 雷 啊 ！ 打 个 电单车 还 遇到 个 号称 护国 路 车 神 的 ， 人家 入 弯 都 打信号 灯 的 ， 告诉 我 就算 驾驶 电单车 也 是 算 C1 驾照 的 。
29674,ibirdu ::: 176930828566282240 ::: 老婆 失业 了 好 开心
30145,olivia4ever ::: 97210095959687168 ::: 现在 在 珠海 ， 累累 累 趴下 了 ...
